	level_0	Unnamed: 0	index	sentence	label
485	518	518	577	What army was founded by William Booth and his wife Catherine ?	3
486	519	519	578	What does ribavirin consist of ?	2
487	520	520	579	Name the soft drink that is `` number one in the sun . ''	2
488	521	521	580	What is the web address of the list of e-mail addresses of members of the House of Representatives ?	4
489	522	522	582	Why are the ears your center of balance ?	1
490	523	523	583	Who invented the toothbrush ?	3
491	524	524	584	What was the name of that popular song the Creeps sang ?	2
492	525	525	585	Where is the Abominable Snowman said to wander ?	4
493	526	526	586	What is a fear of being alone ?	2
494	527	527	587	How many dots make up the symbol for `` because '' ?	5
495	528	528	588	What do you get by adding Lactobacillus bulgaricus to milk ?	2
496	529	529	589	When reading classified ads , what does EENTY : other stand for ?	0
497	530	530	592	What was the only country you were allowed to drive into Israel from in 1979 ?	4
498	531	531	593	What 's approaching when a cyclist shouts : `` Oil '' ?	2
499	532	532	594	What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?	3
500	533	533	595	What kind of sport is often associated with hooligans ?	2
501	534	534	596	What video game hero do some of his fans call Chomper ?	3
502	535	535	597	How many holes are there in a tenpin bowling ball ?	5
503	536	536	598	What is the longest word in the English language ?	2
504	537	537	599	In What city or state do the most gay men live in ?	4
505	538	538	600	What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?	3
506	539	539	601	What is `` the bear of beers '' ?	2
507	540	540	602	Name the operating system that runs on IBM-compatible machines .	2
508	541	541	603	What does the name `` Justin '' mean ?	1
509	542	542	604	What percentage of the body is muscle ?	5
510	543	543	605	What color of dry wine should be served with veal roasts and chops ?	2
511	544	544	606	What is a golf ball made of ?	2
512	546	546	609	What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?	3
513	547	547	610	Who played the Ringo Kid in the 1939 film Stagecoach ?	3
514	548	548	611	Who died 1 feet from where John F. Kennedy did ?	3
515	549	549	612	What is the `` coppertop '' battery ?	1
516	550	550	613	What sign is The Water Carrier the zodiacal symbol for ?	2
517	551	551	614	What animals do you find in the stock market ?	2
518	552	552	615	What is color ?	1
519	553	553	616	When is the site www.questions.com going to open ?	5
520	554	554	617	What did Shostakovich write for Rostropovich ?	2
521	555	555	618	What first name was Nipsy Russell given at birth ?	3
522	558	558	621	How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?	1
523	559	559	622	What is a Jellicle Cat ?	1
524	560	560	623	Where can I find the best free evidence for debate about Russia ?	4
525	561	561	624	What is Bill Gates of Microsoft E-mail address ?	4
526	562	562	625	What is the second hardest substance ?	2
527	563	563	627	What Russian city boasts the Hermitage Museum ?	4
528	564	564	628	When is Bastille Day ?	5
529	565	565	629	What makes a tornado turn ?	1
530	566	566	630	How many shots can a stock M16 hold ?	5
531	567	567	631	What two colors are you blind to if you suffer from protanopia ?	2
532	568	568	632	Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?	1
533	570	570	634	What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?	2
534	571	571	635	What is artificial intelligence ?	1
535	572	572	636	What do flatfish eat ?	2
536	573	573	637	Who was the first Holy Roman Emperor ?	3
537	574	574	638	What can I use to remove the stubborn gummed labels from some diskettes ?	2
538	575	575	639	What day of the week sees the most fatal car accidents ?	5
539	576	576	640	What is the origin of the word , magic ?	1
540	578	578	642	What is white chocolate ?	1
541	579	579	643	Where is Trinidad ?	4
542	580	580	644	Name the organization that is presided by a Security Council .	3
543	581	581	645	Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?	3
544	582	582	647	Who portrayed portly criminologist Carl Hyatt on Checkmate ?	3
545	583	583	648	How do you say I love you in Spanish ?	2
546	584	584	649	What does the name Gina mean ?	1
547	585	585	650	What is the most advanced handheld calculator in the world ?	2
548	586	586	651	How fast is light ?	5
549	588	588	653	What are shooting stars ?	1
550	589	589	654	Whom did the Chicago Bulls beat in the 1993 championship ?	3
551	590	590	655	When was the first American encyclopedia published ?	5
552	591	591	656	What 's the tallest building in New York City ?	4
553	592	592	657	How is Easter Sunday 's date determined ?	1
554	593	593	658	What is the Motto for the State of Maryland ?	1
555	594	594	659	Who is Desmond Tutu ?	3
556	595	595	660	Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?	4
557	596	596	661	Name a tiger that is extinct .	2
558	597	597	662	How many quarters equal a pound ?	5
559	598	598	663	What kind of books does Fodor 's publish ?	2
560	599	599	664	What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?	3
561	601	601	666	Who is the worst US President ever ?	3
562	604	604	669	How fast does the fastest car go ?	5
563	605	605	670	What is the highest mountain in the world ?	4
564	606	606	671	What arch can you see from the Place de la Concorde ?	4
565	607	607	672	Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?	3
566	608	608	673	How long should a person wash their hands before they are clean ?	5
567	609	609	674	Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?	4
568	610	610	675	Which is the wealthiest country in the world ?	4
569	611	611	676	How can I find a phone number of someone if I only know their email address ?	1
570	612	612	677	How can you contact play producers and promoters on-line ?	1
571	613	613	678	Who is the monarch of the United Kingdom ?	3
572	614	614	679	What is a fear of passing high objects ?	2
573	615	615	680	What do players try to do when the music stops in a game of musical chairs ?	1
574	616	616	681	What are the top ten most common girl names in the US ?	3
575	617	617	682	Why is black the color of mourning in the West ?	1
576	619	619	685	Which country is Australia 's largest export market ?	4
577	620	620	686	Where is the Kentucky Horse Park located ?	4
578	621	621	687	What is a fear of parasites ?	2
579	622	622	688	In what Olympic Games did Nadia Comaneci become popular ?	2
580	623	623	689	Who does data collection in tourism ?	3
581	626	626	692	What does a nihilist believe in ?	1
582	627	627	693	What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?	1
583	629	629	695	Who were the four famous founders of United Artists ?	3
584	630	630	696	What 2 statues did France give to other countries ?	2
585	631	631	697	What are amphibians ?	1
586	632	632	698	How many sperm cells are in an average ejaculation ?	5
587	633	633	699	Name the disposable razor that `` costs about 19 cents . ''	2
588	634	634	700	How far do you have to run if you hit a home run ?	5
589	635	635	701	Who was the only U.S. President to wear a Nazi uniform ?	3
590	636	636	702	Woodrow Wilson served as president of what university ?	3
591	637	637	703	Where are the tropical rain forest distributions ?	4
592	638	638	704	What 's the nickname of oddsmaker Jimmy Snyder ?	3
593	639	639	705	What is the fear of being loved ?	2
594	640	640	706	What was the number of people that Randy Steven Craft was convicted of killing ?	5
595	641	641	707	What was Queen Victoria 's title regarding India ?	3
596	642	642	708	How is a hydrogen bomb different from a nuclear bomb ?	1
597	643	643	709	How far can a man travel in outer space ?	5
598	644	644	710	Where was Lincoln assassinated ?	4
599	645	645	711	What type of food makes you fat ?	2
600	646	646	712	What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?	2
601	647	647	713	What was the U.S. highway death toll in 1969 ?	5
602	648	648	714	What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?	2
603	649	649	715	What are the shortest and the longest songs ever produced ?	2
604	650	650	716	What letter is to the right of K on a typewriter keyboard ?	2
605	651	651	717	What is the origin and the meaning of the name , `` Hajo ? ''	1
606	652	652	718	What is the plural of gulf ?	2
607	653	653	719	Whose autobiography is titled Yes I Can ?	3
608	654	654	720	What year did the United States pass the Copyright law ?	5
609	655	655	722	What 's the first day of the week ?	5
610	656	656	723	What city was President William McKinley shot in ?	4
611	657	657	724	What city has the world 's longest subway system ?	4
612	659	659	726	What is Bombay duck ?	1
613	660	660	728	What double talking `` professor '' holds a doctorate in Nothing ?	3
614	661	661	729	What are the five most expensive cities in the world ?	4
615	662	662	730	What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?	3
616	663	663	731	How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?	5
617	664	664	732	What is a virtual IP address ?	1
618	665	665	733	What was the name of the cook on Rawhide ?	3
619	666	666	734	What county is Chicago in ?	4
620	668	668	736	What facial feature typically contains about 55 hairs ?	1
621	669	669	737	Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .	3
622	670	670	738	How can I transport files from one computer to another ?	1
623	671	671	739	What 's the literary term for a play on words ?	2
624	672	672	740	What color were their horses ?	2
625	673	673	741	What does an average daycare provider get paid in New England ?	5
626	675	675	743	How many Americans fought for the British in the American Revolution ?	5
627	676	676	744	What kind of education do I need to become a flight attendant ?	2
628	677	677	745	What are the two languages of Malta ?	2
629	678	678	746	How many oceans are there and name them ?	5
630	680	680	750	What does the name Shawn mean ?	1
631	681	681	751	Where is the Danube ?	4
632	682	682	752	What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?	3
633	683	683	753	What do you call a group of geese ?	2
634	684	684	754	Who delivered his last newscast on March 6 , 1981 ?	3
635	685	685	755	How many times has `` Louie , Louie '' been recorded ?	5
636	686	686	756	How is Answers.com different from KnowPost.com ?	1
637	687	687	757	What is the longest place name in the U.S. ?	4
638	688	688	758	What percent liked Thatcher after she had been in power for a decade ?	5
639	689	689	759	Where does Buzz Aldrin want to build a permanent , manned space station ?	4
640	690	690	760	What was Mel Gibson 's first movie ?	2
641	691	691	761	Why was the L.A. office of Shea and Gould closed ?	1
642	692	692	762	How do I start a bank ?	1
643	693	693	763	How do Ouija Boards work ?	1
644	694	694	764	What horse did Zorro ride ?	2
645	695	695	765	How do you get a broken cork out of a bottle ?	1
646	696	696	766	Where can I find correct tabs for Third Eye Blind songs ?	4
647	697	697	767	How do you determine heating requirements for your home ?	1
648	698	698	768	What former major-league left-handed baseball pitcher was known as `` Space Man '' ?	3
649	699	699	769	Which hair care product told us `` hate that gray , wash it away '' ?	2
650	700	700	770	Why did the chicken cross the road ?	1
651	701	701	771	What was Michelangelo 's last name ?	3
652	702	702	772	Who is Barbara Jordan ?	3
653	703	703	773	Who was the Democratic nominee in the American presidential election ?	3
654	705	705	776	What is being done about the millennium bug ?	1
655	707	707	780	What Asian country has a bill of rights for cows ?	4
656	708	708	781	How many fingers are used to draw a bow ?	5
657	709	709	782	What are two plants that clothes are made from ?	2
658	710	710	784	What is the most heavily caffeinated soft drink ?	2
659	711	711	785	What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?	3
660	712	712	786	What was the price of Varian Associates ' vacuum products division ?	5
661	713	713	787	When was `` the Great Depression '' ?	5
662	714	714	788	What language is mostly spoken in Brazil ?	2
663	715	715	789	What college produced the most winning Super Bowl quarterbacks ?	3
