	og_sentence	label	aug_sentence
312	Who are the Challengers of the Unknown ?	3	Who makes up the group known as the Challengers of the Unknown?
313	Define the Pheonix Club ?	1	Can you provide a definition or explanation of what the Pheonix Club represents?
314	Which city did Christian Crusaders fight to recapture from the Muslims ?	4	During the Christian Crusades, which city was the focus of their efforts to reclaim from the Muslims?
315	What does it mean `` Rupee Depreciates '' ?	1	"What is the significance of the statement ""Rupee Depreciates""?"
316	What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?	2	"What are the alternative names given to gaming devices referred to as ""Mississippi marbles"" and ""Memphis dominoes""?"
317	How successful is arometherapy ?	1	How effective or successful is the practice of aromatherapy?
318	How does a copier work ?	1	What is the underlying mechanism behind the functioning of a copier machine?
319	Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?	3	"Who famously declared, ""We'll win - I guarantee it,"" regarding Super Bowl III in 1969?"
320	What is Dudley Do-Right 's horse 's name ?	2	What is the name of the horse ridden by Dudley Do-Right?
321	Who declared : `` I am down on whores and I shan 't stop ripping them '' ?	3	"Who made the statement, ""I am strongly opposed to prostitutes, and I will not stop criticizing them""?"
322	Where does chocolate come from ?	4	From which source does chocolate originate?
323	What TV game show once saw a contestant admit to picking his toes in the shower ?	2	On what television game show did a contestant openly admit to picking his toes in the shower?
324	Where can I find a case on Individuals with Disabilities Education Act of 1991 ?	4	Where can I locate a legal case pertaining to the Individuals with Disabilities Education Act of 1991?
325	How many Beatles ' records went #1 ?	5	How many records released by the Beatles reached the number one position?
326	Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?	3	Among the Canadian prime ministers, who holds the record of serving a total of 22 years, though not necessarily consecutively?
327	What is the abbreviation of the company name ` General Motors ' ?	0	"What is the abbreviated form of the company name ""General Motors""?"
328	Who received the Will Rogers Award in 1989 ?	3	Who was the recipient of the Will Rogers Award in the year 1989?
329	What is the function of RAM ?	1	What is the primary role or purpose of RAM (Random Access Memory)?
330	What 's the closest G2 Spectrum Yellow Dwarf to Earth ?	4	Which G2 Spectrum Yellow Dwarf star is the nearest to Earth?
331	How many equal angles are there in an isosceles triangle ?	5	In an isosceles triangle, how many angles are of equal measure?
332	What is the fear of cockroaches called ?	2	What is the specific term for the fear or phobia of cockroaches?
333	What is the use of a 24-hour clock instead of a 12-hour clock ?	1	What is the purpose or advantage of using a 24-hour clock as opposed to a 12-hour clock?
334	What was the name of the lawyer who represented Randy Craft ?	3	Who was the attorney representing Randy Craft?
335	What United States President had dreamed that he was assassinated ?	3	Which President of the United States had a dream in which they were assassinated?
336	What film did Lee Marvin win the 1965 best actor Oscar for ?	2	For which film did Lee Marvin receive the Best Actor Oscar in 1965?
337	Where is Basque country located ?	4	In which region or location can Basque country be found?
338	What product does `` Mrs. Olsen '' promote ?	2	"What product does the character ""Mrs. Olsen"" endorse or promote?"
339	What time of day did Emperor Hirohito die ?	5	During which part of the day did Emperor Hirohito pass away?
340	What is dry ice ?	1	What is the definition or nature of dry ice?
341	What 's the most powerful card in Euchre ?	2	Which card holds the distinction of being the most powerful in the card game Euchre?
342	What does `` intractable plantar keratoma '' mean ?	1	"Can you explain the meaning or interpretation of the term ""intractable plantar keratoma""?"
343	How many years did it take James Joyce to write Ulysses ?	5	How many years did James Joyce spend writing the novel Ulysses?
344	What South Korean city is served by Kimpo International Airport ?	4	Which South Korean city is served by Kimpo International Airport?
345	How many types of dogs ' tails are there - three	5	How many different types of tails do dogs possess? Are there three?
346	What is the difference between a generator and an alternator ?	1	What sets a generator apart from an alternator? What are their differences?
347	How is energy created ?	1	What is the process or mechanism through which energy is generated?
348	What beer advertised that it had `` three rings '' ?	2	"Which beer brand advertised its possession of ""three rings""?"
349	What is the quantity of American soldiers still unaccounted for from the Vietnam war ?	5	What is the current count or estimate of American soldiers who remain unaccounted for from the Vietnam War?
350	What golfing accessory was patented by George Grant on December 12	2	On December 12, George Grant obtained a patent for which golfing accessory?
351	How is it correct to say ` qigong ' ?	1	"How should the word ""qigong"" be pronounced or articulated accurately?"
352	Where was the Ligurian Republic , 1797-185 , ?	4	During the years 1797-185, in which location was the Ligurian Republic situated?
353	What country 's people are the top television watchers ?	4	Which country's population holds the distinction of being the most avid television viewers?
354	When was the women 's suffrage amendment ratified ?	5	In what year was the amendment granting women's suffrage officially ratified?
355	What Polynesian people inhabit New Zealand ?	3	Which Polynesian group predominantly resides in New Zealand?
356	What movie tour of the Roman empire features the admonition : `` Row well and live '' ?	2	"Which cinematic tour of the Roman empire includes the famous instruction, ""Row well and live""?"
357	What Nevada center has been dubbed The Biggest Little City in the World ?	4	"Which prominent center in Nevada has earned the nickname ""The Biggest Little City in the World""?"
358	What President lived at 219 North Delaware Street , Independence , Missouri ?	3	Which President of the United States resided at 219 North Delaware Street in Independence, Missouri?
359	Give a reason for American Indians oftentimes dropping out of school .	1	What are some common reasons that frequently lead to American Indians dropping out of school?
360	Where must a soccer goalie stand to be permitted to handle the ball ?	4	In which position must a soccer goalkeeper be positioned in order to legally handle the ball?
361	What is the difference between classical conditioning and operant conditioning ?	1	What sets classical conditioning apart from operant conditioning? What are their distinctions?
362	In what U.S. state was the first woman governor elected ?	4	Which state in the United States witnessed the election of the first female governor?
