	og_sentence	label	aug_sentence
191	that the e-graveyard holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy .	1	Despite the mixed quality of ideas in the e-graveyard, Chin's film stylishly and empathetically presents this harsh reality.
192	you would n't want to live waydowntown , but it is a hilarious place to visit .	1	While living in Waydowntown may not be desirable, it serves as a hilariously entertaining place to visit.
193	the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .	1	The Bai brothers have taken a small slice of history, allowing us all to comprehend it better, while weaving a delightful narrative in the process.
194	there 's not one decent performance from the cast and not one clever line of dialogue .	0	The cast delivers subpar performances, and the dialogue lacks any cleverness.
195	translation : ` we do n't need to try very hard . '	0	"In simpler terms: ""We don't need to exert much effort."""
196	return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages .	1	Return to Never Land offers the typical Disney animated experience, with enough creativity and humor to engage audiences of all ages.
197	it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .	0	It strictly adheres to established patterns, limiting its characters to predictable traits and placing them in contrived and overused situations.
198	caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose .	1	Caine compels us to witness his character's awakening to the realization that being human ultimately entails making choices.
199	a captivating and intimate study about dying and loving ...	1	It is a captivating and intimate exploration of the themes of mortality and love.
200	oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .	0	It is an overly sexualized and occasionally melodramatic comedy/drama that fails to provide meaningful insights into the experiences of being a forty-year-old, single woman.
201	the world needs more filmmakers with passionate enthusiasms like martin scorsese .	1	The world would benefit from more filmmakers like Martin Scorsese, who possess passionate enthusiasms for their craft.
202	the director seems to take an unseemly pleasure in -lrb- the characters ' -rrb- misery and at the same time to congratulate himself for having the guts to confront it .	0	The director appears to derive an unsavory pleasure from the characters' misery, while simultaneously congratulating himself for daring to confront it.
203	the history is fascinating ; the action is dazzling .	1	The historical aspect of the film is captivating, and the action sequences are stunning.
204	the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .	1	The surprising aspect is that, amidst the black-and-white psychedelia, the portrayal of dying is remarkably beautiful.
205	i also believe that resident evil is not it .	0	I also believe that Resident Evil falls short of meeting expectations.
206	offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film .	1	It presents a realistic and nuanced depiction of a female friendship that is more intricate and genuine than what is typically portrayed in Hollywood films.
207	meeting , even exceeding expectations , it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .	1	Meeting and even surpassing expectations, it stands as the best sequel since The Empire Strikes Back, a majestic achievement characterized by astonishing grandeur and unexpected emotional depth.
208	while general audiences might not come away with a greater knowledge of the facts of cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .	1	While general audiences may not gain extensive knowledge of Cuban music facts, they will be treated to an impressive and immensely enjoyable celebration of its sounds.
209	not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .	1	Not only is it superior to its predecessor, but it may be considered the most enchanting and enjoyable family film of the recent holiday seasons.
210	... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .	0	It may have the potential to become an addictive guilty pleasure, but the material fails to overcome its conflicting satirical tone.
